invoice_id,transaction_id,date,customer_name,total_amount,status,gst_amount,discount,net_amount
INV_1C06A2A1,TXN_7FB1CD54,2026-08-27,Jessica Welch,4783.34,PAID,861.0,0.0,4783.34
INV_F5D90004,TXN_D2BF1C91,2026-08-25,William Hall,3269.95,PAID,588.59,0.0,3269.95
INV_4DF5E037,TXN_73EC0BC8,2026-08-12,Wendy Keller,4970.29,PAID,894.65,0.0,4970.29
INV_ADB784C1,TXN_EEA39A7A,2026-09-02,Kenneth Lawrence,4952.86,PAID,891.51,0.0,4952.86
INV_0AB27A1A,TXN_C0995B86,2026-08-19,Margaret Fisher,2076.43,PAID,373.76,0.0,2076.43
INV_C5319970,TXN_5DAB08A6,2026-08-29,Bryan Mckay,4717.41,PAID,849.13,0.0,4717.41
INV_D3D3293F,TXN_AC681C6E,2026-08-14,Katie Dodson,123.04,PAID,22.15,0.0,123.04
INV_F585E3DD,TXN_1ABA4D5A,2026-08-14,James Sanchez,3043.38,PAID,547.81,0.0,3043.38
INV_436D1022,TXN_7861B306,2026-08-23,David Allen,1921.56,PAID,345.88,0.0,1921.56
INV_1DAC3E70,TXN_DB57D22F,2026-08-11,Veronica Riley,2774.79,PAID,499.46,0.0,2774.79
INV_5ED43293,TXN_65150025,2026-08-12,Morgan Gonzalez,136.39,PAID,24.55,0.0,136.39
INV_F60D560C,TXN_2389BE01,2026-09-02,Matthew James,1296.85,PAID,233.43,0.0,1296.85
INV_AA3AECC8,TXN_24EBC2F9,2026-08-13,Jeff Bennett,336.96,PAID,60.65,0.0,336.96
INV_993E1AE0,TXN_855AE362,2026-08-20,Jennifer Saunders,1861.31,PAID,335.04,0.0,1861.31
INV_3A8E7F8E,TXN_667FC314,2026-08-14,Terri Jackson,2660.07,PAID,478.81,0.0,2660.07
INV_EF78F8A3,TXN_CCDC85C7,2026-08-25,April Coleman,1054.52,PAID,189.81,0.0,1054.52
INV_6CD1ABCD,TXN_711A392B,2026-08-25,Joseph Fox,3206.12,PAID,577.1,0.0,3206.12
INV_5378A6A2,TXN_6C78D198,2026-08-22,Christopher Tanner,745.03,PAID,134.11,0.0,745.03
INV_36BEB8D5,TXN_8E4C9833,2026-08-05,Jean Smith,2044.49,PAID,368.01,0.0,2044.49
INV_43458CE9,TXN_4EF11D13,2026-08-31,Russell Bartlett,4003.42,PAID,720.62,0.0,4003.42
INV_031D71CF,TXN_63E2879D,2026-08-18,Victoria Hernandez,1756.58,PAID,316.18,0.0,1756.58
INV_89124801,TXN_CCCAD58A,2026-08-13,Charles Morris,2883.26,PAID,518.99,0.0,2883.26
INV_A9BE859F,TXN_01C5A130,2026-08-29,Michelle Jones,250.49,PAID,45.09,0.0,250.49
INV_88DD52D0,TXN_0A7697B8,2026-08-06,Kenneth Rogers,1923.03,PAID,346.15,0.0,1923.03
INV_09E9A7BF,TXN_FCE965C6,2026-08-09,Lauren Young,2211.43,PAID,398.06,0.0,2211.43
INV_984621D2,TXN_25EE1688,2026-08-20,Rachel Flynn,3316.77,PAID,597.02,0.0,3316.77
INV_F3A03CDD,TXN_EC160045,2026-08-28,Virginia Maldonado,3936.31,PAID,708.54,0.0,3936.31
INV_4E647E0B,TXN_F37CD6CE,2026-08-07,Anthony Bryant,2111.42,PAID,380.06,0.0,2111.42
INV_7917AB92,TXN_4792C914,2026-08-28,Kathryn Neal,1559.47,PAID,280.7,0.0,1559.47
INV_981D4D51,TXN_596D74AA,2026-09-02,Alexis Welch,3173.26,PAID,571.19,0.0,3173.26
INV_79250877,TXN_91DA9048,2026-08-24,Cindy Jackson,3481.89,PAID,626.74,0.0,3481.89
INV_36220F0B,TXN_3B27C33F,2026-08-24,Mrs. Jennifer Garcia,1765.39,PAID,317.77,0.0,1765.39
INV_91B14E6A,TXN_C264392A,2026-08-26,Jessica Fisher,3380.34,PAID,608.46,0.0,3380.34
INV_86AF988F,TXN_0C1F6C8E,2026-08-16,Samantha Daugherty,3157.03,PAID,568.27,0.0,3157.03
INV_DC43B099,TXN_BE982F80,2026-08-07,Sean King,1829.09,PAID,329.24,0.0,1829.09
INV_27E6AF91,TXN_0B4309E7,2026-08-15,Eric Stein,1446.66,PAID,260.4,0.0,1446.66
INV_BC827FEC,TXN_A72C7B5A,2026-08-17,Paige White,1688.27,PAID,303.89,0.0,1688.27
INV_C7334282,TXN_38173A16,2026-08-06,Christy Houston,4833.21,PAID,869.98,0.0,4833.21
INV_42D17F3B,TXN_0F3F798C,2026-09-01,Daniel Clark,1036.19,PAID,186.51,0.0,1036.19
INV_6AB2EA12,TXN_BEC1A738,2026-08-19,Erin Dean,807.69,PAID,145.38,0.0,807.69
INV_345F0399,TXN_35B02BC7,2026-08-15,Nicholas King,1048.09,PAID,188.66,0.0,1048.09
INV_361D3C86,TXN_8316F667,2026-08-23,Scott Hall,3614.83,PAID,650.67,0.0,3614.83
INV_63B398C2,TXN_197AFA57,2026-08-17,Aaron Brown,4307.72,PAID,775.39,0.0,4307.72
INV_24F2A9A3,TXN_23EEECCD,2026-08-20,Stephanie Alvarez,1269.54,PAID,228.52,0.0,1269.54
INV_728B2397,TXN_B5B8E667,2026-08-17,Maria Brown,1365.14,PAID,245.73,0.0,1365.14
INV_025102C1,TXN_E76EB608,2026-08-22,Heather Warren,1135.18,PAID,204.33,0.0,1135.18
INV_D043E387,TXN_D823B4BE,2026-08-05,Christopher Mejia,4167.54,PAID,750.16,0.0,4167.54
INV_095821FA,TXN_5127B7DC,2026-08-27,Jerry Fitzpatrick,4209.2,PAID,757.66,0.0,4209.2
INV_6FAE9307,TXN_7CFEBF9B,2026-08-09,Chelsea Neal,2545.96,PAID,458.27,0.0,2545.96
INV_A6C809ED,TXN_9399209B,2026-08-15,Jimmy Russell,2993.15,PAID,538.77,0.0,2993.15
INV_A5DDCCF9,TXN_EA231524,2026-08-15,Mary Barron,1829.59,PAID,329.33,0.0,1829.59
INV_F1439963,TXN_4F1741EC,2026-08-24,Briana White,979.65,PAID,176.34,0.0,979.65
INV_F02F1FA5,TXN_2BF680A9,2026-08-30,Lynn Gaines,4801.34,PAID,864.24,0.0,4801.34
INV_6A38FD7F,TXN_37763F2E,2026-09-03,Dana Horn,3044.68,PAID,548.04,0.0,3044.68
INV_8D481747,TXN_3AF8BCC4,2026-08-16,Dawn Juarez,2525.16,PAID,454.53,0.0,2525.16
INV_74EFB7E2,TXN_89968B2D,2026-09-02,David Arnold,1008.66,PAID,181.56,0.0,1008.66
INV_8AC93224,TXN_C456D9D7,2026-08-13,Tammy Steele,4283.18,PAID,770.97,0.0,4283.18
INV_68653696,TXN_AB296B1C,2026-08-06,Michelle Stephens,4195.53,PAID,755.2,0.0,4195.53
INV_B3849750,TXN_FC4595B7,2026-08-06,Chad Malone,3573.87,PAID,643.3,0.0,3573.87
INV_B60EBE6C,TXN_50DEAE4A,2026-08-26,Melissa Lambert,2926.32,PAID,526.74,0.0,2926.32
INV_10E47550,TXN_56170DFD,2026-08-18,Jermaine Jordan,2697.28,PAID,485.51,0.0,2697.28
INV_C1F6CBA9,TXN_6EFBD401,2026-08-15,Marcus Peck,1800.95,PAID,324.17,0.0,1800.95
INV_8B999ABE,TXN_D092ABDB,2026-08-22,Patricia Harmon,542.75,PAID,97.69,0.0,542.75
INV_59E01FCB,TXN_2228711A,2026-08-23,Sara Wells,2111.77,PAID,380.12,0.0,2111.77
INV_3087E5B2,TXN_43322875,2026-08-28,Barbara Brown,4702.73,PAID,846.49,0.0,4702.73
INV_77F7A86D,TXN_70524F8B,2026-08-15,Meghan Kelley,4192.01,PAID,754.56,0.0,4192.01
INV_4887D998,TXN_9B9EA359,2026-08-10,Sierra Lewis,2808.14,PAID,505.47,0.0,2808.14
INV_B2F533BD,TXN_890CCD63,2026-08-09,Robert Thomas,2194.89,PAID,395.08,0.0,2194.89
INV_11267AEC,TXN_9325439D,2026-08-12,Riley Cervantes,3478.09,PAID,626.06,0.0,3478.09
INV_4E02C2D9,TXN_80DD0719,2026-08-22,Katherine Mckee,4218.56,PAID,759.34,0.0,4218.56
INV_33987BF7,TXN_65348E3F,2026-08-23,Michael Taylor,1764.02,PAID,317.52,0.0,1764.02
INV_2491D398,TXN_47719424,2026-08-19,Thomas Watts,932.1,PAID,167.78,0.0,932.1
INV_CC1B7F61,TXN_74B82A99,2026-08-16,Julie Abbott,2112.41,PAID,380.23,0.0,2112.41
INV_66327C91,TXN_C21339D4,2026-09-02,Pamela Haley,4660.96,PAID,838.97,0.0,4660.96
INV_3A69FE96,TXN_C130AC39,2026-09-02,Cristina Moore,3119.49,PAID,561.51,0.0,3119.49
INV_01A8C739,TXN_2431FE3A,2026-09-03,Briana Flynn,4684.4,PAID,843.19,0.0,4684.4
INV_FC0C2D3C,TXN_C5D02B9A,2026-08-12,Alexander Johnson,4956.6,PAID,892.19,0.0,4956.6
INV_D1A28660,TXN_B9880474,2026-08-08,Mariah Brown DDS,1524.74,PAID,274.45,0.0,1524.74
INV_238168CE,TXN_A0D4B6F8,2026-08-29,Matthew Cobb,2528.26,PAID,455.09,0.0,2528.26
INV_CCCC5B36,TXN_A0814331,2026-08-09,Heather Nguyen DDS,3869.05,PAID,696.43,0.0,3869.05
INV_59040708,TXN_660ED043,2026-08-20,Robert Wilcox,78.26,PAID,14.09,0.0,78.26
INV_63AE44DC,TXN_B31AB8B3,2026-08-16,Gabriella Michael,1451.67,PAID,261.3,0.0,1451.67
INV_2DD03961,TXN_2DA7F8D9,2026-08-22,Christopher Chambers,3732.37,PAID,671.83,0.0,3732.37
INV_6D34B7CA,TXN_4E299B36,2026-08-24,Caleb Brooks,1330.59,PAID,239.51,0.0,1330.59
INV_13995FA6,TXN_8D0E31A9,2026-08-23,Joseph Williams,1744.82,PAID,314.07,0.0,1744.82
INV_9C940A7B,TXN_ADE5FDF9,2026-09-02,Kristin Fox,3220.1,PAID,579.62,0.0,3220.1
INV_8FBCF215,TXN_70DEE0B9,2026-08-31,Michele Medina,2285.21,PAID,411.34,0.0,2285.21
INV_96B677DF,TXN_4D409D13,2026-08-09,Cheryl Murray,2753.64,PAID,495.66,0.0,2753.64
INV_5B643935,TXN_F6DBF7E5,2026-08-20,Jason Roberson,2115.75,PAID,380.83,0.0,2115.75
INV_63957199,TXN_A9AD16D8,2026-09-02,Justin Jackson,3677.94,PAID,662.03,0.0,3677.94
INV_42FE047A,TXN_ADD53E7F,2026-08-07,Amanda Howe,1564.22,PAID,281.56,0.0,1564.22
INV_79D486BF,TXN_52367CAD,2026-08-18,Lynn Morales,742.94,PAID,133.73,0.0,742.94
INV_AC24577F,TXN_6CBD4D97,2026-08-14,Drew Smith,251.53,PAID,45.28,0.0,251.53
INV_DC5469AE,TXN_D6D85C5C,2026-08-18,Rachel Dennis,1421.85,PAID,255.93,0.0,1421.85
INV_574331A0,TXN_EC089A5A,2026-08-11,Anna Lee,2103.51,PAID,378.63,0.0,2103.51
INV_0EFD5210,TXN_A1CEFC18,2026-08-25,Randy Richmond,1607.31,PAID,289.32,0.0,1607.31
INV_9178A69B,TXN_3ECA1724,2026-08-14,John Ford,1824.83,PAID,328.47,0.0,1824.83
INV_E88DBA31,TXN_06CE51F9,2026-08-06,Jasmine White,485.62,PAID,87.41,0.0,485.62
INV_B1F55DCF,TXN_F7DFE2F7,2026-08-06,Nancy Rhodes,350.92,PAID,63.17,0.0,350.92
INV_73006B70,TXN_A4A5CB8B,2026-08-07,Paula Evans,772.52,PAID,139.05,0.0,772.52
INV_AA207B70,TXN_0313D8CA,2026-08-30,Elizabeth Williams,1099.25,PAID,197.86,0.0,1099.25
INV_7E26ADF3,TXN_ABE5C7D0,2026-08-17,Stephen Richardson,4450.28,PAID,801.05,0.0,4450.28
INV_AA17C0C9,TXN_5613EACD,2026-08-08,Amanda Stephens,1038.04,PAID,186.85,0.0,1038.04
INV_9EFB3AA1,TXN_E28D46B6,2026-08-06,Anthony Johnson,3331.16,PAID,599.61,0.0,3331.16
INV_E0943FD0,TXN_7F87E1F4,2026-09-02,Jack Klein,2230.12,PAID,401.42,0.0,2230.12
INV_4C03AA43,TXN_004EBC1A,2026-08-16,Kelsey Hunter,1944.12,PAID,349.94,0.0,1944.12
INV_6B226C4D,TXN_08F33063,2026-08-12,Gabriel Collins,1617.83,PAID,291.21,0.0,1617.83
INV_0B016AE7,TXN_070F41FC,2026-08-22,Robert Palmer,4380.12,PAID,788.42,0.0,4380.12
INV_1886593B,TXN_D8535CDF,2026-08-29,Carol Holmes,2709.51,PAID,487.71,0.0,2709.51
INV_88768D71,TXN_21164F4F,2026-08-08,Juan Li,1469.82,PAID,264.57,0.0,1469.82
INV_FB40F806,TXN_BD08D606,2026-08-24,Kristi Lewis,4435.05,PAID,798.31,0.0,4435.05
INV_11B751BA,TXN_432355C9,2026-09-01,Meredith Mullins,3141.11,PAID,565.4,0.0,3141.11
INV_71138BF5,TXN_C3C09ABD,2026-08-08,Daniel Brown,529.46,PAID,95.3,0.0,529.46
INV_740FD334,TXN_70C9E07F,2026-08-25,James Wilson,763.95,PAID,137.51,0.0,763.95
INV_62652448,TXN_0D602271,2026-08-16,Donald Simmons,4812.97,PAID,866.33,0.0,4812.97
INV_4F9FFAF5,TXN_8E207E1E,2026-08-31,Amanda Arroyo,697.07,PAID,125.47,0.0,697.07
INV_C5AF4BCD,TXN_F66EC59F,2026-08-31,Anthony Jones,4772.26,PAID,859.01,0.0,4772.26
INV_1DE18CF4,TXN_6704F8C5,2026-08-19,Mary Barton,4673.55,PAID,841.24,0.0,4673.55
INV_D728DAE1,TXN_A120060D,2026-08-30,Raymond Robertson,4606.76,PAID,829.22,0.0,4606.76
INV_F4AB61C3,TXN_41145E9A,2026-08-17,Christina Scott,1868.24,PAID,336.28,0.0,1868.24
INV_EAB7D10A,TXN_C61459F9,2026-08-26,Jason Lin,2783.04,PAID,500.95,0.0,2783.04
INV_DF7653CC,TXN_BBAFF4F0,2026-08-30,Jeffrey Lopez,1341.36,PAID,241.44,0.0,1341.36
INV_C25F464D,TXN_25BD998E,2026-08-14,Sara Lindsey,2713.63,PAID,488.45,0.0,2713.63
INV_BA2FDF99,TXN_46AD3925,2026-08-23,Mary Williams,2880.27,PAID,518.45,0.0,2880.27
INV_CCB59DE6,TXN_D575DBDB,2026-08-11,Savannah Alexander,4757.03,PAID,856.27,0.0,4757.03
INV_8D38D967,TXN_097D30A6,2026-08-15,William Jensen,4166.21,PAID,749.92,0.0,4166.21
INV_24038612,TXN_C4E429B9,2026-08-06,Alejandro Lindsey,2065.88,PAID,371.86,0.0,2065.88
INV_4520221E,TXN_DB948BF6,2026-08-05,Arthur King,3057.32,PAID,550.32,0.0,3057.32
INV_A3405A79,TXN_F3F6E693,2026-08-18,Michelle Gomez,2513.45,PAID,452.42,0.0,2513.45
INV_153F6B0D,TXN_E535323C,2026-08-08,James Wright,2899.09,PAID,521.84,0.0,2899.09
INV_93133212,TXN_40704604,2026-09-03,Michelle Burns,4973.7,PAID,895.27,0.0,4973.7
INV_8386E893,TXN_D5C80ADB,2026-08-13,Andrea Gomez,2082.22,PAID,374.8,0.0,2082.22
INV_A3E59E85,TXN_414BA159,2026-08-27,Joyce Wiggins,1600.28,PAID,288.05,0.0,1600.28
INV_E376A14E,TXN_6E0C697A,2026-08-12,Jodi Swanson,1527.56,PAID,274.96,0.0,1527.56
INV_2C9C52AA,TXN_AE78D009,2026-08-09,Vincent Hunter,1731.58,PAID,311.68,0.0,1731.58
INV_497586EF,TXN_79713931,2026-08-08,Barbara Herman,1933.97,PAID,348.11,0.0,1933.97
INV_435CE156,TXN_F5CAD205,2026-08-28,Mallory Davis,4081.91,PAID,734.74,0.0,4081.91
INV_A3C94BC4,TXN_0FBF03D3,2026-08-15,Daniel Moody,535.5,PAID,96.39,0.0,535.5
INV_494DFE1F,TXN_8CCEF24D,2026-08-10,Samuel Mckenzie,2445.14,PAID,440.13,0.0,2445.14
INV_C6908177,TXN_6B514052,2026-08-10,Jessica Ramos,3671.6,PAID,660.89,0.0,3671.6
INV_FD954A21,TXN_8DE1AAD1,2026-08-30,Kenneth Odom,3613.2,PAID,650.38,0.0,3613.2
INV_C559D26C,TXN_B2AADC34,2026-08-22,Janice Huff,2308.27,PAID,415.49,0.0,2308.27
INV_6460F883,TXN_87377B29,2026-08-18,Joseph Barrett,321.11,PAID,57.8,0.0,321.11
INV_BA884E6E,TXN_9F762179,2026-08-12,William Mcintyre,3614.24,PAID,650.56,0.0,3614.24
INV_E7766614,TXN_6F3B2764,2026-08-29,Kathryn Martinez,1291.8,PAID,232.52,0.0,1291.8
INV_8E5F0B95,TXN_56665585,2026-08-07,Kenneth Ward,3229.61,PAID,581.33,0.0,3229.61
INV_4070C5D4,TXN_540F395D,2026-08-07,Paula Gonzalez,4032.36,PAID,725.82,0.0,4032.36
INV_57F2B491,TXN_4D376EB6,2026-08-23,Mary Hernandez,4600.93,PAID,828.17,0.0,4600.93
INV_023E9D02,TXN_A6FDF47F,2026-08-21,Christopher Hill,881.07,PAID,158.59,0.0,881.07
INV_39BA8116,TXN_1A316695,2026-08-20,Karen Taylor,2986.11,PAID,537.5,0.0,2986.11
INV_8809D9C2,TXN_001B995B,2026-08-12,Christina Cook,616.28,PAID,110.93,0.0,616.28
INV_A5921306,TXN_CB670ECD,2026-08-12,Matthew Gomez,4226.79,PAID,760.82,0.0,4226.79
INV_6C47658A,TXN_323408C2,2026-08-18,Mario Hensley,4611.97,PAID,830.15,0.0,4611.97
INV_2D8E3502,TXN_C91DB5EA,2026-08-29,Kelly Burton,115.38,PAID,20.77,0.0,115.38
INV_9C9F946B,TXN_87DAECDB,2026-08-08,April Rubio,1768.9,PAID,318.4,0.0,1768.9
INV_75D7A12B,TXN_8EFD23BC,2026-08-17,William Nelson,1835.76,PAID,330.44,0.0,1835.76
INV_15C0C9D9,TXN_ED68E1E9,2026-08-20,Anna Johnston,4103.18,PAID,738.57,0.0,4103.18
INV_6E782BED,TXN_CBD0A351,2026-08-19,Matthew Davis,1037.24,PAID,186.7,0.0,1037.24
INV_8D703D56,TXN_0BBBED6E,2026-08-13,Jeff Taylor DVM,2121.13,PAID,381.8,0.0,2121.13
INV_480EAFAF,TXN_F6875142,2026-08-14,Stephanie Navarro,2088.01,PAID,375.84,0.0,2088.01
INV_1AF29CA7,TXN_1B464C4C,2026-08-26,Emily Simpson,1465.69,PAID,263.82,0.0,1465.69
INV_EF52B3F2,TXN_87FA2660,2026-08-15,Mrs. Candice Gibson,794.41,PAID,142.99,0.0,794.41
INV_0D2AE480,TXN_A349E585,2026-08-10,Dana Rich,1235.34,PAID,222.36,0.0,1235.34
INV_8B2FB0CA,TXN_9A352EB9,2026-09-01,Scott Caldwell,3495.07,PAID,629.11,0.0,3495.07
INV_A1981810,TXN_AA35EAD9,2026-08-05,John Martin,3777.64,PAID,679.98,0.0,3777.64
INV_FAC39111,TXN_87E62CD5,2026-08-29,Linda Adkins,2716.42,PAID,488.96,0.0,2716.42
INV_A0E5E57D,TXN_54472864,2026-08-12,Michael Diaz,4022.17,PAID,723.99,0.0,4022.17
INV_BDD41B00,TXN_EB860648,2026-08-19,Makayla Johnson,3719.1,PAID,669.44,0.0,3719.1
INV_A9E8B5EE,TXN_5C41BC1F,2026-08-30,Marisa Hill,430.1,PAID,77.42,0.0,430.1
INV_FB9B8ECC,TXN_EDFC155F,2026-08-25,David Jordan,4889.49,PAID,880.11,0.0,4889.49
INV_D9608721,TXN_7BAC8DB0,2026-08-17,Jean Moore,1129.33,PAID,203.28,0.0,1129.33
INV_D731E7D6,TXN_B1952320,2026-08-21,Timothy Mendoza,828.89,PAID,149.2,0.0,828.89
INV_ED176653,TXN_A2311843,2026-08-05,Jessica Foster,3051.37,PAID,549.25,0.0,3051.37
INV_5C7F3DBB,TXN_796DC8C9,2026-08-05,Doris Gray,1294.28,PAID,232.97,0.0,1294.28
INV_87A76451,TXN_D178333A,2026-08-15,Patricia Norris,1942.58,PAID,349.66,0.0,1942.58
INV_338F81DF,TXN_FF89D227,2026-08-17,Robert Gomez,1658.76,PAID,298.58,0.0,1658.76
INV_0F4C590C,TXN_FB8C154D,2026-08-18,Joshua Jenkins,2818.44,PAID,507.32,0.0,2818.44
INV_9FF3D43D,TXN_85F3779A,2026-08-25,Savannah Bond,87.81,PAID,15.81,0.0,87.81
INV_52060329,TXN_03A70638,2026-08-19,Steve Holden,1149.33,PAID,206.88,0.0,1149.33
INV_F5558891,TXN_DC5E6F3A,2026-08-05,Lindsay Bradford,4730.82,PAID,851.55,0.0,4730.82
INV_7ACE973E,TXN_F6B1BAAC,2026-08-28,Charles Jackson,3234.14,PAID,582.15,0.0,3234.14
INV_873FB86D,TXN_1339F33C,2026-08-12,Anthony Cochran,1281.58,PAID,230.68,0.0,1281.58
INV_8042A6B2,TXN_2CB2770F,2026-09-03,Joel Lyons,2939.34,PAID,529.08,0.0,2939.34
INV_6896CE66,TXN_C29E02C1,2026-08-14,Christopher Phillips,4697.66,PAID,845.58,0.0,4697.66
INV_FEDEFAFF,TXN_82F4F0E0,2026-08-24,Mr. Michael Reyes,1329.93,PAID,239.39,0.0,1329.93
INV_1CE9D838,TXN_6E3A43CE,2026-09-04,Daniel Duncan,4193.01,PAID,754.74,0.0,4193.01
INV_608E6B7D,TXN_4F05EAAE,2026-08-23,Jenna Williams,2660.9,PAID,478.96,0.0,2660.9
INV_C72A0ACC,TXN_F7762D13,2026-08-21,Christopher Howell,4984.49,PAID,897.21,0.0,4984.49
INV_DE9A0A13,TXN_D6A7FEFC,2026-09-02,Richard Smith,416.56,PAID,74.98,0.0,416.56
INV_0C19A88F,TXN_53BACA78,2026-08-26,Hannah Ross,1989.7,PAID,358.15,0.0,1989.7
INV_DC4AFC4A,TXN_CA3FAF2E,2026-08-06,Brandy West,1474.87,PAID,265.48,0.0,1474.87
INV_65FFA775,TXN_17C126C9,2026-08-12,Jennifer Kerr,4947.47,PAID,890.54,0.0,4947.47
INV_A74FCFAF,TXN_773FED37,2026-08-15,Leonard Nichols,3913.13,PAID,704.36,0.0,3913.13
INV_645D6CFE,TXN_C59D4764,2026-08-19,Joseph Edwards,4823.99,PAID,868.32,0.0,4823.99
INV_B1D33017,TXN_4A6E1DFC,2026-09-02,Jessica Rodriguez,497.14,PAID,89.49,0.0,497.14
INV_71ABE049,TXN_7314B431,2026-08-12,Ms. Eileen Dawson,2107.68,PAID,379.38,0.0,2107.68
INV_1B535D65,TXN_68642E9A,2026-08-31,Eric Olson,1861.1,PAID,335.0,0.0,1861.1
INV_C8F5A5D7,TXN_EBF4D263,2026-08-19,Jessica Fisher,2558.2,PAID,460.48,0.0,2558.2
INV_AA5EAF64,TXN_035321A3,2026-08-19,Amanda Hopkins,1959.48,PAID,352.71,0.0,1959.48
INV_8A869874,TXN_17BB946F,2026-08-26,Robert Simon,3419.72,PAID,615.55,0.0,3419.72
INV_0159DF10,TXN_BF98870A,2026-09-01,Bryan Richardson,1183.38,PAID,213.01,0.0,1183.38
INV_E3DE5DDC,TXN_BB486944,2026-08-17,Nathaniel Dickerson,2819.38,PAID,507.49,0.0,2819.38
INV_71BB3AA8,TXN_914F5A31,2026-08-11,Mr. Ronald Harper,4721.16,PAID,849.81,0.0,4721.16
INV_F228952A,TXN_458F7F06,2026-08-06,Gerald Tucker,2167.19,PAID,390.09,0.0,2167.19
INV_355A7773,TXN_0B472117,2026-08-08,Richard Nolan,2286.41,PAID,411.55,0.0,2286.41
INV_9216A543,TXN_53BF5BBB,2026-08-10,Eric Cannon,2524.66,PAID,454.44,0.0,2524.66
INV_A0782003,TXN_6A9B8982,2026-08-30,Betty Young,922.9,PAID,166.12,0.0,922.9
INV_CEA622D5,TXN_938619A8,2026-08-29,Ronald Schmidt,3421.54,PAID,615.88,0.0,3421.54
INV_16835AB6,TXN_53A46FF5,2026-08-30,Diane Washington,3750.71,PAID,675.13,0.0,3750.71
INV_D9C65BDC,TXN_8E77EBF0,2026-08-18,Bradley Williams,473.37,PAID,85.21,0.0,473.37
INV_00DC544B,TXN_677B8A2A,2026-08-16,Julie Mueller,1955.63,PAID,352.01,0.0,1955.63
INV_F3EE38ED,TXN_D8CD8710,2026-08-13,Francis Nelson,4910.59,PAID,883.91,0.0,4910.59
INV_1221EADD,TXN_B0C39B6C,2026-08-21,Robin Anderson,1603.21,PAID,288.58,0.0,1603.21
INV_F950F6AB,TXN_7C6A2242,2026-08-24,Angela Hill,3691.27,PAID,664.43,0.0,3691.27
INV_23CE834C,TXN_23E80600,2026-09-03,Scott Marsh,685.97,PAID,123.47,0.0,685.97
INV_481AE161,TXN_0EC5C85A,2026-08-23,Ashley Lowe,4902.04,PAID,882.37,0.0,4902.04
INV_2ED0211C,TXN_80D17625,2026-08-27,Jay Rosales,4658.65,PAID,838.56,0.0,4658.65
INV_009339A7,TXN_FB1CEDE1,2026-08-29,Monica Flynn,3220.73,PAID,579.73,0.0,3220.73
INV_0F2E836D,TXN_426262B1,2026-08-07,Brandi Ponce,1576.76,PAID,283.82,0.0,1576.76
INV_0FF7A378,TXN_846BA780,2026-08-27,Eric Logan,1967.76,PAID,354.2,0.0,1967.76
INV_68FAFDBC,TXN_4834EC6E,2026-08-13,Brandy Miller,2737.35,PAID,492.72,0.0,2737.35
INV_AA78131A,TXN_8DF5FCE7,2026-08-19,Pamela Smith,805.63,PAID,145.01,0.0,805.63
INV_9816D5FF,TXN_16AA55A2,2026-08-31,Julie Johnson,2184.96,PAID,393.29,0.0,2184.96
INV_7DDDD7AE,TXN_4066B234,2026-08-28,Kristen Watkins,4826.75,PAID,868.81,0.0,4826.75
INV_E5C29A68,TXN_C3FA819C,2026-08-12,Darryl Kramer,312.07,PAID,56.17,0.0,312.07
INV_0AC2CD94,TXN_2AD0BD93,2026-08-31,Lauren Nguyen,3382.22,PAID,608.8,0.0,3382.22
INV_91CD305D,TXN_4032ED35,2026-08-26,Melanie Walker,3660.38,PAID,658.87,0.0,3660.38
INV_F005D940,TXN_7D810C5F,2026-08-12,Chelsea Hansen,1341.95,PAID,241.55,0.0,1341.95
INV_7FB42E8F,TXN_AB9E6FC6,2026-08-12,Lauren Bowen,305.32,PAID,54.96,0.0,305.32
INV_2F49E9FF,TXN_F697D050,2026-08-11,Vincent Page,4993.47,PAID,898.82,0.0,4993.47
INV_67162611,TXN_3BF28942,2026-08-17,Michelle Delacruz,295.86,PAID,53.25,0.0,295.86
INV_E3E0E7DF,TXN_E7EBAE77,2026-08-15,Donald Parks,2465.07,PAID,443.71,0.0,2465.07
INV_B215E29E,TXN_2890C60D,2026-08-31,Julie Reynolds,1147.12,PAID,206.48,0.0,1147.12
INV_5B7564B7,TXN_F864AAB5,2026-08-15,Laura Holland,297.87,PAID,53.62,0.0,297.87
INV_E8466A06,TXN_598CEF92,2026-08-13,Jeff Martinez,839.35,PAID,151.08,0.0,839.35
INV_5A5BFB1C,TXN_74908E9D,2026-09-02,Michael Maynard,4266.92,PAID,768.05,0.0,4266.92
INV_C36B0AD4,TXN_F8A9F1DD,2026-09-03,Shelly George,2075.04,PAID,373.51,0.0,2075.04
INV_9F192869,TXN_1430A582,2026-08-11,Andrea Smith,1400.98,PAID,252.18,0.0,1400.98
INV_C2A9698B,TXN_EFEFC504,2026-08-20,Charles Blankenship,176.0,PAID,31.68,0.0,176.0
INV_BEF35A85,TXN_2B9E80C9,2026-08-05,John Rivas,1333.39,PAID,240.01,0.0,1333.39
INV_C06428F4,TXN_18B25B88,2026-08-27,Audrey Reyes,233.17,PAID,41.97,0.0,233.17
INV_384D77C5,TXN_E363A373,2026-08-19,Cynthia Hobbs,658.66,PAID,118.56,0.0,658.66
INV_717D9649,TXN_E54FCDC1,2026-08-19,Kristin Marshall,295.98,PAID,53.28,0.0,295.98
